,file_names,reviews,labels
13,negativas_2404.txt,"Es una pena que esta tablet no tenga el sistema operativo Android con Google Play. Es un error en el diseño y comercializacion de Amazon. Tendre que comprar otra tablet que traiga Android....Espero que en una nueva version lo incorpore.
",N
14,negativas_2399.txt,"Me llego la tablet y al cuarto o quinto uso (no llegue ni a cargarla) la pantalla se quedaba borrosa y como con un recuerdo de la imagen anterior congelada, ya he realizado la devolucion para que la recojan enseguida.
",B
15,negativas_2391.txt,"Plastico malo, store sin apenas aplicaciones, lento, pantalla muy floja y no se pueden instalar apps de Google como Google Maps.
",B
16,neutras_1406.txt,"Precio por calidad bien pero tengo un problema nunca se me actualiza el sistema , pone actualizando y cuando lleva media barra se cuelga.
",N
17,negativas_2372.txt,"Dud&eacute; durante mucho tiempo acerca del producto, por su FireOS. La oferta del BlackFriday me inclin&oacute; a probar, pero he tenido que devolverlo. A nivel de hardware, es un producto impecable en acabados, calidad y sensaciones. Pero el software convierte el aparato en una extensi&oacute;n de Amazon para quien desarrolle su actividad digital alrededor de Amazon &uacute;nica y exclusivamente. Cualquier otra actividad es complicada o imposible. Si bien no es relativamente complicado instalar apps de Google, no funcionan como se espera. Por otro lado, es necesario una cuenta Amazon para poder utilizarlo con un m&iacute;nimo de usabilidad (hasta para configurar la app de correo del propio Fire pide una cuenta de Amazon, por ejemplo).
",N
18,positivas_1699.txt,"Buena pantalla, no molesta a los ojos. Si tienes una cuenta vinculada con el dispositivo puedes enviar los libros a el email y desde allí carga los libros. También puedes pasarlos por USB. Soporta muchos formatos y casi siempre encuentras los libros que sean compatibles.
",N
19,negativas_2408.txt,"El brillo es muy escaso. En mi opinion hace imposible ver cualquier serie o película incluso con el brillo al máximo. El servicio técnico me dice que suba el brillo, pero no se puede más.
",N
20,neutras_1385.txt,"Buenas tardes, no se si es el sitio mas adecuado para hacerles una consulta, de todas formas alla va : El día 20/07/18 compre una BQ Aquaris M10 - Tablet DE 10.1''(HD , WiFi, 2 GB de RAM, 16 GB de Memoria Interna, Android 5.1 Lollipop), Color Blanco, el día 12/09/18 la devolví porque tenia problemas con la carga, según sus indicaciones, en 15 días estaría solucionado, han pasado18 días y no tengo noticias. Agradecería sus comentarios al respecto. Gracias.
",B
21,neutras_1420.txt,"El problema más importante y a la vez absurdo que he encontrado es que han capado el efecto espejo o mirror, es deci, no puedes mostrar la pantalla de tu Fire en otro dispositivo. Y digo capado porque si te fijas en las instrucciones viene como una opción y muestra cómo hacerlo. Es más, el Fire Stick  viene con la opción de emparejarlo con un Kindle Fire para permitir esa función espejo. Una decisión ABSURDA por parte de Amazon que, junto con otras pequeñas cosas, limitan su potencial expansivo. Una pena. Por otro lado, EXCELENTE relación calidad-precio. Tenía el Fire 7&#34; anterior y ahora estoy encantado con el de 8&#34; . Es una buena compra.
",N
22,neutras_1399.txt,"Funciona bien. Lo único que he notado es que mientras otros dispositivos en la misma habitación reciben la señal wifi correctamente, esta Tablet no  se conecta. El alcance es menor. No los conecto simultáneamente para probar. La Tv se conecta bien y dice que la señal es fuerte. Una tablet Samsung también se conecta bien y con la señal a más de la mitad. Los móviles también se conectan bien. Por cierto, los móviles también son BQ.  Si estoy más cerca del router no hay problema.  La solución de BQ era enviarla para formatearla y probarla. Para mi demasiadas molestias. No creo que le pase nada.
",N
23,neutras_1423.txt,"La compré para que mi hija pudiese ver dibujos animados en Youtube. Cumple su cometido pero las aplicaciones que existen para estas tabletas son muy pobres.
",N
24,negativas_2380.txt,"Buenas, pues me compré la tablet en el dia prime de amazón, sin anuncios para utilizarla con mi niño para ver vídeos en prime y comprar libros infantiles para leerlos y todo muy bine al principio, pero hace ya 2 días la batería muy mal y encime enchufe donde la enchufe para cargar no carga, no lo reconoce, sólo salen destellos de menos de un segundo del logo de amazon, pero nada más. Ni carga, ni la detecta ningún ordenador. Está muerta y en 20 días. Con lo que para el viaje para entretener al niño en vacaciones ya nada. Genial. Pensaba que Amazon haría algo bueno al igual que el Kindle, pero veo que a mí por lo menos no me lo ha demostrado. Por supuesto que la pienso devolver y muy decepcionado con esta tablet por lo poco que me ha durado no por el producto en sí, ya que es perfecta para lo que quería. Lo que no sé es qué hacer, si me la cambian por otra o si tengo que devolverla y comprar otra (que ahora es bastante más cara que el prime day). Espero que en Amazon lean este comentario y me den una solución.
",B
25,positivas_1687.txt,"Es la primera vez que tengo un e-reader de kindle, la experiencia es muy buena, es como un libro. La pantalla táctil es muy cómoda, es ligero y de tacto agradable, se ve de buena calidad. Se puede conectar a wifi y la batería dura bastante, recomendado.
",N
26,negativas_2382.txt,"Lo compré el Prime Day a la mitad de precio, lo cual para una tablet es realmente barato. Ahora bien, ni imaginaba que el ecosistema de Amazon pudiese invadir tanto la tablet, no permitiendo ni tan solo agregar tu cuenta Google. Demasiado bloatware. La pantalla de muy poco contraste y definición, y la duración de la batería escasa. Creo que Amazon se equivoca al ser tan propietaria en esta tablet y le resta ventas... pero ellos sabrán. Afortunadamente, el excelente servicio de atención al cliente me permitió la devolución.
",N
27,negativas_2388.txt,"Cuando decidí comprar la Fire HD8 no pensaba que iba a venir con publicidad en la pantalla de bloqueo. Amazon, tramposamente, lo llama &#34;ofertas especiales&#34; Tampoco pensaba que quitar esas &#34;ofertas especiales&#34; tendría un coste de 10€ + IVA Total que: ¡una trampa como una casa! Mal. Muy mal, Amazon. Cuando te meten un gol así, este eclipsa cualquier valoración positiva que sobre la tableta se pueda realizar. Por favor, denunciemos las malas prácticas de los proveedores. Y este es un claro ejemplo.
",N
28,neutras_1439.txt,"Calidad-precio es un producto muy bueno. En cuanto a la lectura a mí personalmente me parece demasiado pesado. Pienso que los ebooks tienen que estar de 200 gramos para abajo. El funcionamiento es bastante fluido y rápido. Lástima que para leer no me guste. El tamaño es el ideal para la lectura. Así puedes leer pdfs mucho mejor. Tal vez el año que viene compre el nuevo modelo si rebajan ese peso.
",N
29,negativas_2396.txt,"he recibido la tablet hay varios juegos que quiero descargarme pero no salen en el descargador de juegos de amazon puede alguna manera de descargarlos uno de ellos es el clash royale.
",B
30,positivas_1677.txt,"Esta muy bien sobretodo por su tamaño es pequeño y se puede poner en el bolso como si fuera el mobil, lo unico q se hecha en falta es ça luz. Pero me compre una pinza pequeña con luz y problema resuelto. Sin duda lo recomiendo a quienes les guste leer y no quieran pagar un precio muy elevado por cada libro y para que despues se quede en una estanteria.
",N
31,neutras_1415.txt,"Yo quiero saber si es normal que sólo dure 5 horas la batería........ Me parece.Que es muy poco tiempo...y además tarda muchísimo en cargar....por favor ..respuesta¡¡¡
",B
32,positivas_1692.txt,"Sin duda Kindle es la mejor opción como e-book. Parece que estés leyendo en papel, nada de reflejos y configuración a medida. Es perfecto. He comparado esta versión con la paperwhite y no hay mucha diferencia, lo único destacable la luz de lectura y no es imprescindible, el punto a favor es la gran diferencia de precio, ésta es mucho más económica para las pocas diferencias de prestaciones.
",N
33,neutras_1403.txt,"BQ se estanca y no mejora en calidades a pesar de todo. Hay mejores productos en el mercado.  Una pena ver como tenía buena pinta
",N
34,negativas_2390.txt,"Pésimo. Horroroso. Decepción total, puedes tomarte una cerveza mientras carga página.  La Edad de Piedra en tablet. Me siento estafado.
",B
35,neutras_1434.txt,"La única pega es que no tiene app play store de google por lo que no dispones de algunas aplicaciones.
",G
36,neutras_1431.txt,"Comprada por 60€ es una buena compra pero tiene al menos dos puntos muy negativos: - La calidad de ambas cámaras es nefasta, muy lejos de estar a la altura de los dispositivos actuales - El sistema ultracapado de Amazon impide instalar Google Play (si no se tienen conocimientos avanzados, que no parecen los compradores a los que va orientado el producto) y otras muchas apps que restan funcionalidad a la tablet. - La aceptación de los términos legales, supone asumir un texto extraordinariamente largo que necesita varios días para leerse y en el que se regala todo tipo de información personal.
",N
37,negativas_2383.txt,"Al configurar se queda con la pantalla en blanco. Me enviaron otra y sucede lo mismo. Una lástima, tiene muy buen tacto y aspecto
",B
38,neutras_1438.txt,"Calidad de imagen, regular, sonido y batería muy bueno, destinados exclusivamente para programas de la tienda de Amazon se echa de menos muchos programas que utilizamos a diario, al menos que instales instales Play store, de alguna forma paralela, si viniera de serie se llevaría 4 o 5 estrellas.
",B
39,neutras_1393.txt,"Comprada el lunes 18 enero, problemas con la pantalla táctil (bloqueos aleatorios después de periodos de suspensión) y algún reinicio aleatorio. Devuelta.
",B
40,negativas_2400.txt,"La compre principalmente para ver Netflix y HBO y porque en una de las preguntas respondidas por clientes decía que era compatible con HBO pero no está la aplicación en la tienda de amazon
",B
41,negativas_2409.txt,"La tablet la compré para mi padre y, sinceramente, no creo que sea un producto para personas que no sean expertas en tecnología, ya que encuentras muchas dificultades para instalarle aplicaciones.
",N
42,neutras_1410.txt,"La tablet funcionaba perfectamente hasta hoy que ha dejado de funcionar sin ton sin son, no carga y no se enciende. No se ha llevado ning&uacute;n golpe y est&aacute; cuidada. Qu&eacute; ha podido pasar? Ahora que tengo que hacer?
",N
43,neutras_1422.txt,"Pros: - Precio - Altavoces - Conectividad  Contras: - S.O. muy intrusivo y por lo general peor que el Android original - Calidad de Pantalla escasa (colores, contraste, ppi..)
",N
44,neutras_1407.txt,"Por una parte, lo que es la entrega por parte del proveedor perfecta, dentro de fecha y en perfecto estado. Por otra parte, lo que es el producto en si, me parecio que la respuesta táctil de la tablet no es la mejor, y además, no funciona la aplicación google maps, y según he podido leer en foros es un problema conocido. De haberlo sabido habría cogido otra marca.
",G
45,negativas_2401.txt,"Es un producto redondo en sí, eso sí para Amazon. Publicidad constante, una SO completamente limitado a lo que ellos quieran, no hay Google Store, es decir la mayoría de aplicaciones que dan sentido tener una tablet no se pueden instalar. Lo más grande es que realmente es Android lo que mueve esta Tablet pero Amazon en un gran alarde de ... decidió poner solo su Store que no es otra que una Play Store limitada a lo que ellos quieran. Resumen, tienes una bonita tablet barata que sirve para muy poco. Además hay poco gusto de diseño. MIUI u otras corrupciones de Android son mucho más finas, bonitas y utiles. Una compra completamente desaconsejada. Si queréis tablet baratas, es una mejor opción cualquier Tablet China. Este, sin duda alguna, es la peor compra que he podido hacer en Amazon.
",N
46,positivas_1682.txt,"Genial, no puedo decir nada mas, es lo que quería, pequeño, práctico y puedes elegir letra, tamaño este modelo no tiene luz!
",N
47,neutras_1436.txt,"Lo siento pero lo devolví soy mayor y no me aclaraba estás cosas son difíciles para mi lo siento  un saludo
",B
48,positivas_1679.txt,"Compré como un regalo y la persona que lo utiliza está encantada! Para mi tal vez hay una desventaja: no se puede escucha audiobooks. Así que es para los aficionados de leer y está muy bien.
",N
49,negativas_2395.txt,"Mi kindle tiene una falta, no me deja pasar el fase de acceder a tu cuenta facebook. No funciona, no funciona, tiene falta
",N
50,negativas_2375.txt,"Decepcionado. No me deja implantar Play Story ni ver Movistar Plus. No se informaba debidamente de que el sistema operativo era incompatible con ciertas aplicaciones
",B
51,negativas_2378.txt,"no es compatible con casi nada... un desastre... en el mundo de la compatibilidad... hacer un universo cerrado ha sido un craso error... si alguien la quiere se la regalo...
",B
52,positivas_1689.txt,"Ha cumplido con todas mis expectativas, estoy muy contenta. Es la 1ª vez que tengo un libro electr&oacute;nico propio y no me arrepiento de haberme decidido por Kindle, es c&oacute;modo y f&aacute;cil de usar, lo puedo llevar a cualquier sitio y no me abulta ni es molesto. Un 10 para m&iacute;
",N
53,neutras_1397.txt,"Para ser justa he de decir que compré este tablet buscando una herramienta de ocio sencilla: consultas en Internet, acceso a mi mail y poco más. Funcionó bien, aunque un poco justa de batería y muy lenta de carga, teniendo en cuenta que no  le pedía  nada excepcional: ni sobrecarga de apps, ni juegos... Al cabo de 7 meses empezó a quedarse a veces colgada y era necesario reiniciarla para que volviera a funcionar correctamente. Al final esto sucedía con cierta  frecuencia  y , puesto que estaba en garantía, recurrí a Amazon con la intención de enviarla a revisar al servicio técnico. El servicio de atención al cliente me ofreció la posibilidad, que yo no esperaba, de cambiarla por otra nueva o devolverme el dinero y opté por lo segundo. No obstante, como necesitaba otra y no acababa de decidirme he vuelto a comprar otra igual porque quiero darle otra oportunidad ya que las críticas son en su mayoría elogiosas y ya me había acostumbrado a su uso. Espero que esta vez todo vaya bien y pueda valorar mi experiencia con cinco estrellas.
",B
54,neutras_1387.txt,"buena compra, aunque la duración de la batería es cuestionable (ya tuvimos que cambiar la primera que compramos por problemas con la misma). De momento para el uso dado cumple las expectativas y después de cada uso la apagamos para que no consuma.
",G
55,negativas_2373.txt,"La escasa luz de la pantalla, aún poniendola al máximo, hace que sólo se pueda ver sin problemas en interiores. Ni totalmente a la sombra se ve perfectamente. Cualquier tablet o móvil que he utilizado tiene mayor luminosidad.  Sin tener en cuenta lo anterior, las características de la tablet no son malas, aunque viene con un sistema Android totalmente restringido por Amazon, se encuentra por Google la forma de poder instalar los programas que uno quiera.  Decepcionante la escasa luminosidad de la pantalla. No recomendaría su compra.
",N
56,negativas_2392.txt,"Tablet mala no lo siguiente..... lageos cada dos por tres; aplicación de la cámara no abría; metes una sd con vídeos y si no hay conexión de internet no reproduce los vídeos de la Sd; resumiendo: malísima!!!!! Por ese precio podría ofrecer bastante más; su precio real debería ser 49,90
",N
57,positivas_1695.txt,"Para el precio que tiene, estoy muy satisfecho. Funciona de maravilla. A pesar de no ser el mejor modelo, es más que suficiente si quieres leer tus libros. La función Send to Kindle es una maravilla. Me permite enviar documentos en cualquier parte con mi móvil. La batería dura lo que dice la página.
",N
58,negativas_2397.txt,"No viene con Android y todas las plataformas de streaming están en Android . Amazon tendría que liberar el terminal o poner Android . No hay catálogo amplio de aplicaciones ,si lo llego a saber no la compro .
",G
59,neutras_1389.txt,"No la recomiendo, al principio empezó bien pero luego se traba mucho y las aplicaciones no funcionan de forma fluida.
",B
60,neutras_1426.txt,"Va bien, pero hay archivos que cuesta escuchar, creo que se podría mejorar el tema del volumen y que pudiera ser más alto.
",N
61,positivas_1697.txt,"Rápido, cómodo, barato... No se le puede pedir más a este ebook. Es el segundo que tengo (el otro se lo comió mi perro) y si tiene que haber un tercero no lo dudaré.
",N
62,neutras_1408.txt,"la compre el viernes despues de reyes y llego el martes, ok amazon  la tablete funciona bien, la relacion calidad precio y sistema &#34;android puro&#34; es buena pero la bateria en mi caso no,  he estado mirando por internet y no parece un caso aislado, cuando entra en reposo parace que sigue funcionando a pleno rendimiento gastando bateria,  en mi caso la cargue el martes cuando llego y el miercoles estaba agotada con un uso menor de 30 minutos. el sabado recien cargada aguanto 2 horas a pleno rendimiento bajando un 15-20% de bateria, pero luego cuando estuvo en reposo y la volvi a utilizar 30 y 15 minutos a lo largo del dia se agoto la bateria mas del 20-30% de golpe por cada uso  seguire probando, si persiste el error de bateria la cambiere por otra porque sobre el papel me parece un buen producto pero como siga el error creo que .......
",N
63,neutras_1419.txt,"Vengo de un Fire 7 del 2013 y la diferencia se hace notar en cuánto a prestaciones. La pega que le encuentro es que los materiales son más endebles que la versión anterior y el brillo de la pantalla es muy bajo. Si deseas utilizarlo en el exterior con luz solar las imágenes apenas se ven.
",N
64,neutras_1417.txt,"Ha dejado de funcionar la tarjeta, ya no las lee, se abre el compartimento y no se retiene dentro, lo compré y salí de viaje tres meses. No estoy nada feliz con el fire 8 y no se cómo solucionarlo. Lo siguiente ha sido que ha dejado de escucharse los dos canales, ahora solo funciona un canal de audio. Me comentan que cuando vuelva a España intentarán solventar los problemas.  He vuelto de viaje y me he puesto en contacto, me han devuelto el dinero porque no reparan el Fire 8 como hubiese sido mi deseo. Había invertido en fundas, protectores y expansión de memoria. Sin embargo quiero decir que el sistema como lector de libros es bueno y me ha gustado. La pantalla sin ser una de las buenas del mercado es aceptable y está bien configurada para la favorecer la lectura. El motor de voz de la aplicación de lectura es uno de los mejores que he escuchado y es lo que más me gusta del aparato y por el le daría 5 estrellas. El sonido, en este caso además de funcionar un solo canal es literalmente malo, muy malo, tanto con auriculares como por los dañados altavoces, el peor que he visto, le daría dos estrellas. Las aplicaciones son rápidas pero siempre con limitaciones les daría 3 estrellas. El aparato es un sistema cautivo destinado a que siempre esté bajo el control de Amazon, tu lo pagas, si, pero da la sensación de que sigue siendo de ellos. Ahora me planteo comprar una oferta de un Huawei, es por un poco mas de dinero, sin embargo tiene 10&#34; de pantalla, 3 Gigas de Ram, 32 de memoria y el sistema es el oreo de andoid 8.1 que al menos podré poner las aplicaciones que quiera y necesite y la pantalla será mucho mejor sin embargo se que voy a echar de menos la aplicación de voz del lector del Fire.
",N
65,positivas_1698.txt,"He recibido el libro en la fecha indicada y en una caja muy bien protegido. Ya había tenido un Kindle con teclado y me fue de fábula, este es mucho más moderno, pequeño y ligero que los anteriores. Compra acertada.
",G
66,neutras_1411.txt,"Desde mi experiencia puedo comentar que en relación a su precio no se va a encontrar muchas tablets con esas prestaciones que da esta marca española Bq. Además que muchas de sus prestaciones puede llegar a las mismas características que otras de marca de mayor prestigio. Full Hd...
",N
67,negativas_2371.txt,"Vamos, una canallada. Anuncios al arrancar, acceso a poquisimas aplicaciones (odian google, y la app store de amazon es reducida, no, ultralimitada). Dinero tirado a la basura, si lo que quierss (mi caso) es una tablet que al menos pueda tener las mismas aplicaciones que mi movil. Un error en la compra, absoluto.
",B
68,neutras_1391.txt,"se la regale a mi madre y la he cojido poco pero me parece que funciona perfectamente, sonido perfecto y la imagen tambien se ve bien
",G
69,negativas_2385.txt,"Técnicamente es muy buena table, calidad de imagen y sonido, rapidez de procesamiento, pero el echo de no poder bajarte apps de Google Play la limita mucho. Por el precio que vale es aceptable, pero no repetiría ya que te limite mucho.
",G
70,positivas_1681.txt,"Todo muy bien.  Ya tenia otro Kindle con teclado y despues de muchos años dejo de funcionar. Este con la pantalla tactil funciona muy bien y estoy contento
",G
71,negativas_2387.txt,"Debería poner mas claro que el Android que trae viene personalizado por Amazon hasta el punto de no tener ni el Play Store.  Otra cosa que no me gusta es que para por ejemplo instalar una APP gratuita como el YOUTUBE me aparezca como una compra a 0€.  Tendría que haber una posibilidad de tener el SO menos personalizado para los que solo queremos las apps de amazon pero no todo el sistema.  Muy descontento.
",B
72,neutras_1440.txt,"La tablet, esta bien por el precio que tiene, la bateria dura, la pantalla la calidad esta bien y las fotos aunque no sea nada del otro mundo hace su función. El problema, esque la utilizo para trabajar y hay aplicaciones que tiene google play y no el de Amazon. Me obligo a descargar programas para poder instalar el google play y ahora ya puedo.
",N
73,negativas_2389.txt,"Mucho cuidado al comprar Tablet Fire HD de Amazon, vienen preinstalada con tu usuario y si la regalas pues es un problema. Primeor mal porque entiendo que abren y manipulan a algo que debería ser nuevo y segundo ... dónde queda la LOPD????  Llamos atención al cliente y lo único que me dicen es que yo he facilitado el usuario y la contraseña a mi sobrina de 9 años apunto de cumplir. Me insinua la persona que me atiende que ellos son muy inteligentes y por lo que entiendo nosotros muy tontos.  Alguien cuando arranca la tablet por primera vez le dice si quiere ser configurada con su usuario?????  Si es así... mal vamos....
",B
74,neutras_1402.txt,"Fue para regalar, no sé qué tal le habrá funcionado con el paso del tiempo. Sobre el papel, es un producto muy completo a un precio muy bueno. Pero como digo, solo su usuario real podría opinar que tal rinde, que tal la sensibilidad de la pantalla, tiempos de respuesta, etc.
",B
75,neutras_1390.txt,"Buena tablet por el momento, me encanta su tacto, y yo la pondria a la altura de los grandes, como samsung, sony etc... estoy muy contento con ella.
",N
76,positivas_1690.txt,"Me gusta ,aunque no se por que han retirado de el mercado el 4 .Muy chulo esta eso si,pero quiero mis botones
",N
77,negativas_2377.txt,"El tamaño de la pantalla es genial y buena relación calidad precio pero a la hora de utilizar el sistema operativo es un poco diferente a lo cotidiano. Las Año hay que descargarlas a través de amazon
",G
78,neutras_1427.txt,"La tablet esta bien pero tiene un volumen muy bajo me puse en video y no escuchava nada(con el volumen sl maximo)... tive que coger el mobil....
",N
79,neutras_1416.txt,"""El tablet solo puede usar un Android de 2014 (Lollipop).  Es decepcionante que se venda todavia nuevo con un OS tan viejo y sin posibilidad de actualizarlo.  Eso quiere decir que por ejemplo hay ningun control para limitar el tiempo que le usa alguien cada dia, etc etc.  Incluso he hablado con el soporte de BQ al tema, y """"eso es lo que hay""""...""
",B
80,neutras_1388.txt,"Tablet correcta, con buena relación calidad-precio, pero la calidad de las cámaras y la definición de la imagen son un poco mediocres... por menos de 50€ más, merece la pena pasarse a la Full HD...
",N
81,negativas_2386.txt,"Compré la tableta para algunas aplicaciones, pero no existen en su tienda, así que para mí el producto es inútil
",B
82,negativas_2406.txt,"Demasiado invasivo, la pantalla de desbloqueo implica publicidad. Tiene un launch orientado a que te gastes dinero en Amazon. Claramente el tablet tiene este objetivo. Se siente falta de libertad en su uso. Decepcionante.
",B
83,positivas_1693.txt,"Que decir que no se sepa ya, funciona genial y la experiencia de la lectura con este E-reader Kindle es un placer.
",N
84,negativas_2407.txt,"Justo al año de su compra la tablet empezó a funcionar mal. 1 año y 2 meses después de su compra ni si quiera enciende. ¿Casualidad u obsolescencia programada?
",B
85,neutras_1386.txt,"Para un uso bastante básico es suficiente. La pantalla y los altavoces son el punto fuerte de la tablet, el rendimiento es muy escaso, con ciertas aplicaciones básicas se suele trabar un poco.
",N
86,positivas_1678.txt,"Estoy encantada .....desde que lo tengo leo muchísimo más. Entra en cualquier bolso y lo puedes llevar siempre contigo. La batería dura muchísimo, además no pesa nada y facilita la lectura tumbado
",N
87,positivas_1702.txt,"Me gusta mucho, es pequeño pero te permite una buena lectura, lo mejor la pantalla táctil. como no pesa nada se puede llevar a todos lados. sobre todo en los viajes. que llevamos la cartera a tope- Yo lo preferiría mas grande, pero en relación calidad precio, el mejor.
",N
88,neutras_1428.txt,"Por partes. En un primer momento MAL. La tablet me lleg&oacute; con un &#34;agujero negro&#34; en la pantalla que amenazaba con extenderse a su totalidad. Una vez tramitada la devoluci&oacute;n la siguiente en llegar vino correcta. Una vez puesta en marcha es bastante decepcionante. El sistema operativo est&aacute; demasiado limitado y centrado en el merchandising. Nada que objetar, solo el precio. Una tablet as&iacute; deberia ser mas barata o incluso gratuita pues es para consumir productos de Amazon.  Sin embargo, rebuscando por la web podemos hacer que esta pseudo-tablet se convierta en una tablet decente. La clave est&aacute; en instalar Google Pl@y y Nov@L@uncher. No es dif&iacute;cil, eso s&iacute; hay que molestarse en investigar y trastear. Pero sin miedo, pues si metemos la pata podemos resetearla sin problemas. Aun as&iacute; sigo pensando que es cara a no ser que la compres en prime day o black friday que es cuando suelen quitarle un buen pellizco.  Conclusi&oacute;n: &iquest;la recomiendo? S&iacute;, pero has de ponerla a tu gusto y no todo el mundo est&aacute; dispuesto a ello
",N
89,negativas_2403.txt,"Me ha decepcionado enormemente. Es una Tablet sobre la que no tienes el mas mínimo control. No puedes desinstalar lo que no desees o lo que te moleste.  Además, venía configurada con mis datos personales y los datos de mi cuenta; todo ello sin mi permiso. Les reclamo y me dicen, que debería haber avisado que era para un regalo, ¿cómo? ¿qué tengo que decirles lo que pienso hacer con las cosas que compro? ¿Quiénes se creen que son estos de Amazón?  En definitiva, no me ha gustado nada y jamás la recomendaré. Siempre aconsejaré no comprar un producto de este tipo en Amazón
",B
90,negativas_2379.txt,"me falla lo de la pantalla táctil  y todavía no tiene el año para novimbre hace un año
",B
